Additive Partial	1400
Additive Synthesis	1400
ADSR	1390
ADSR (Attack, Decay, Sustain, Release)	1390
Attack	1390
Band-Pass Filter	1390
Bandpass Filter	1390
Bandwidth	1390
Control Voltage (CV)	1400
cutoff frequency	1390
Decay	1390
Detune	1380
Drone	1380
Envelope	1390
Envelope Amount	1390
Envelope Generator	1390
Filter	1390
Filter Envelope	1390
Fine Tune	1380
FM Synthesis	1400
Frequency	1380
Granular Synthesis	1400
Hard Sync	1380
Harmonics	1380
High-Pass Filter	1390
High-Pass Filter (HPF / Low-Cut Filter)	1390
Key Tracking	1390
Legato	1380
LFO	1390
LFO (Low-Frequency Oscillator)	1390
Low-cut filter	1390
Low-Pass Filter	1390
Low-Pass Filter (LPF / High-Cut Filter)	1390
Modulation	1390
Modulation Source	1390
Monophonic	1380
Noise Generator	1380
Oscillator	1380
Patch	1380
Performance Pads	1380
Pink Noise	1380
Pitch	1380
Polyphonic	1380
Portamento	1380
Preset	1380
Pulse Wave	1380
Pulse Width	1380
Pulse Width Modulation	1380
Release	1390
Resonance	1390
Ring Modulation	1390
Saturation	1380
Sawtooth Wave	1380
shelving filter	1390
sine wave	1380
Sound Design	1380
Square Wave	1380
Subtractive Synthesis	1400
Sustain	1390
Synthesis	1380
Synthesizer	1380
Timbre	1380
Triangle Wave	1380
Unison	1380
VCA (voltage-controlled amplifier)	1400
vocoder	1400
Voice	1380
Voice Stealing	1380
Voltage-Controlled Filter (VCF)	1390
Voltage-Controlled Oscillator (VCO)	1380
Waveform	1380
Wavetable Synthesis	1400
White Noise	1380
