AFL & PFL (monitor bus modes)	1080
Alternate Mixes	1080
Automation	1130
Automation Modes (Read/Write/Touch/Latch)	1130
balance control	1080
Blend	1080
Bounce	1080
Bus	1080
Center Image	1080
Channel Level	1080
Clipping	1080
Constant-Q	1150
Crest factor	1140
Critical Listening	1080
delay	1150
Delay Throw	690
Depth	1080
Distortion	1150
Dubbing / Dubbing Stage	1080
Dynamic Range	1140
Echo Effect	690
Fader	1080
Filter Sweep	690
Front-to-Back Placement	1080
gain riding	1130
Gain Staging	1080
Headroom	1080
Insert	1080
LCR (Left-Center-Right)	1080
Left-Right Placement	1080
loudness meter	1140
Masking	1080
Metering	1140
Mid-Side Processing	1150
Mix	1080
Mix bus	1140
Mixing	1080
Monitor Speakers (Studio Monitors)	1080
Mono compatibility	1140
Near-Field Monitor	1080
NOM (Number of Open Mics)	1080
Null Test	1080
Pan / Panning	1080
Parallel Processing	1150
Peak level	1140
Phase cancellation	1080
Phase Correlation	1140
Post-Fader Send	1080
Pre-Fader Send	1080
Print Mix	1080
Recall	1130
Reference Track	1140
Rough Mix	1080
Saturation	1150
Sibilance	1110
Sidechain	1150
Static Mix	1080
Stem	1140
Stereo Image	1080
Stereo Mix	1080
Stereo Width	1080
Top-Down Mixing	1080
Translation	1140
unity gain	1080
Up-Mixing	1150
VU Meter (Volume Unit Meter)	1140
