5.1 / 7.1 Surround Sound	1650
Adaptive Audio	1740
ADR (Automated Dialogue Replacement)	1710
Ambience	1732
ARC / eARC (Audio Return Channel / Enhanced Audio Return Channel)	1650
Audience Experience	1750
Audio Bus (Game Audio)	1740
Audio Emitter	1740
Audio Middleware	1740
Audio Occlusion	1740
Background Effects	1732
binaural recording	1650
Boom Operator	1232
Boom Pole	1232
Channel-Based Mixing	1650
Cinema Audio	1230
Cinema Processor	1670
Clapperboard / Slate	1232
Conform	1230
Deliverables	1230
Dialnorm (Dialogue Normalization)	1230
Dialogue	1700
Dialogue Editor	1700
Dialogue Intelligibility	1700
Dialogue Stem	1234
Diegetic Sound	1732
Dolby Atmos	1650
Dolby E	1650
DTS	1650
DTS:X	1650
Dubbing / Dubbing Stage	1234
DVD-Video	1650
Dynamic Range Management	1230
Edit Decision List (EDL)	1230
Effects Editor	1732
Effects Stem	1234
Film Sound	1230
Final Mix	1234
FMOD	1740
Foley	1730
Foley Artist / Foley Stage	1730
Foley Stage	1730
Frames Per Second (FPS / Frame Rate)	1232
Game Audio Implementation	1740
Group (ADR Group / Loop Group)	1710
HDMI (High-Definition Multimedia Interface)	1650
Home Video Mix	1234
Horizontal Re-sequencing	1740
HRTF (Head-Related Transfer Function)	1650
Immersive Audio	1650
Interactive Music	1740
LCR (Left-Center-Right)	1660
LFE (Low-Frequency Effects)	1650
Lip Sync / AV Sync	1230
Location Sound / Production Sound	1232
Loudspeaker	1670
M&E Track (Music and Effects Track)	1720
Motion Picture Sound	1230
Music	1690
Music Editor	1690
Music Stem	1234
Narration	1710
Nearfield Mix	1234
Non-Diegetic Sound	1732
Object-Based Audio	1650
OMF/AAF	1230
Panning Automation	1660
Picture Lock	1230
Playback	1232
Playback System	1750
Premix	1234
Print Master	1234
Printmaster QC	1234
Procedural Audio	1740
Production Audio	1232
Production Sound Mixer	1232
Re-recording Mixer	1234
Real-Time Parameter Control (RTPC)	1740
Room Tone	1232
Scene	1232
Shotgun microphone	1232
SMPTE	1232
SMPTE Timecode	1232
Snapshot (Game Mix State)	1740
Sound Design	1732
Sound Design / Sound Designer	1732
Sound Editing	1732
Sound Editor	1732
Sound Effects	1732
Sound Stage	1232
Soundscape	1732
Soundtrack	1690
Spatial Audio	1650
Spatialization	1660
Spotting Session	1230
Stems	1234
Subwoofer	1670
Surround Field	1660
Surround Sound	1650
Surround Sound Formats	1650
Temp Track	1690
Theatrical Mix	1234
Timecode	1232
Translation	1720
Up-Mixing	1650
Vertical Re-orchestration	1740
Voice-Over	1710
Voice-Over (VO)	1710
Walla	1710
Wild Track / Wild Sound	1232
Wwise	1740
