5.1 / 7.1 Surround Sound	1650
Active Crossover	250
Alnico Magnet	240
Amplifier	270
Baffle	250
Baffle Step	250
Basket	240
Bass Reflex	250
Beaming	260
Beamwidth	260
biamp / biamplified	250
Booth Monitor	1530
Booth Speakers	1530
Cabinet	250
Cardioid Subwoofer	240
Ceiling Speaker	240
Class D Amplifier	270
Coaxial	240
Coaxial Driver	240
Column Speaker	240
Compression Driver	240
Concentric Driver	240
Cone	240
Cone Breakup	260
Cone Material	240
constant directivity (CD) horn	240
Continuous Power	260
Coverage Angle	260
Crossover	250
Crossover alignment	250
Crossover Frequency	250
Crossover Network	250
damping factor	270
Delay Tower	240
Diaphragm	240
Directivity	260
Dispersion	260
DJ Monitor	1530
Dolby Atmos	1650
Dome Tweeter	240
Doppler Distortion	260
Driver	240
Dust Cap	240
Electrostatic Speaker	240
Enclosure	250
Excursion	260
Far Field vs Near Field	1530
Feedback frequency	1530
Ferrofluid	240
Fill Speaker	240
Floor wedge	1530
Flown Array	240
Folded Horn	250
Former	240
Frequency Response	260
Full-Range Driver	240
Ground Stack	240
Headphone	1530
Horn Tweeter	240
Horn-Loaded	250
IEM (In-Ear Monitor)	1530
Impedance	260
In phase	260
In-Wall Speaker	240
Infinite Baffle	250
Input Sensitivity	270
Internal acoustic foam	250
Isobaric Loading	250
LFE (Low-Frequency Effects)	1650
Line Array	240
Loudspeaker (Speaker)	240
Loudspeaker Stability	260
Magnet	240
Main PA	240
Main Speakers	240
Midrange Driver	240
Monitor Speakers (Studio Monitors)	1530
Near-Field Monitor	1530
Neodymium Magnet	240
Nominal Impedance	260
Object-Based Audio	1650
Ohm (Ω)	260
Output impedance	270
Output transformer	270
Overdrive	270
PA Speaker	240
Passive Crossover	250
Passive Radiator	250
Pendant Speaker	240
Phase Plug	240
Planar Magnetic Driver	240
Point Source	240
Polar Response	260
Pole piece	240
Port	250
Port Tuning	250
Ported Enclosure	250
Power Amplifier	270
Power Compression	260
Power Handling	260
Powered loudspeaker	240
Program Power	260
Resonant Frequency (Fs)	260
Ribbon Tweeter	240
RMS Power	260
Sandbags	260
Sealed Enclosure	250
sensitivity (dB SPL/mW) / Loudspeaker sensitivity (dB SPL/1W/1m)	260
Soundbar	240
Spatial Audio	1650
Speaker Gasket	240
Speaker Spider	240
Speaker Stack Stability	260
Speaker Stand Safety	260
Speaker Surround	240
Stage Monitor	1530
Studio Monitor	1530
Subwoofer	240
Super Tweeter	240
Surface-Mount Speaker	240
Surround Sound	1650
Surround Sound Formats	1650
Sweet Spot	1530
THD	260
Thiele-Small Parameters	260
Three-Way Speaker	240
Transmission Line	250
Tripod Load Rating	260
tweeter	240
two-way / three-way crossover	250
Two-Way Speaker	240
Voice coil	240
Watt	260
Waveguide	240
Whizzer Cone	240
woofer	240
Xmax	260
