Arcing	1540
Asymmetrical clipping	1540
Audio Frequency	1500
Boxiness	1510
Buzz	1540
chorusing	1520
Cold solder joint	1540
Crackle	1540
critical band	1500
Distortion	1540
Electronic overload	1540
flanging	1520
Fletcher-Munson Curves (Equal-Loudness Contours)	1500
Flutter Echo	1540
Frequency Landmark	1500
Harmonic (overtones)	1500
Harshness	1510
Hertz (Hz)	1500
Hiss	1540
Hum	1540
Intermittent output	1540
Interval Recognition	1500
Modulation	1520
Motorboating	1540
Mud (Muddiness)	1510
Noise	1540
Octave	1500
Oscillation	1540
Overdrive	1540
phaser	1520
Pitch Matching	1500
Presence Region	1500
RF interference	1540
