3-to-1 Rule	1060
Active Splitter	1060
Ambient Mics	1060
Audience Mics	1060
Aux-Fed Recording	1060
Backing Track	1060
Backup Recorder	1060
Basic Tracking	1060
Bed Tracks	1060
Board Feed	1060
Capture Session	1060
Charts	1060
Click Track Feed	1060
Close Miking	1060
Coincident Pair	1060
Comp Take	1070
Concert Recording	1060
Continuous Recording	1060
Count-In	1060
Crowd Mics	1060
Crowd Noise	1060
Cue System	1060
Dante Capture	1060
Decca Tree	1060
Digital Split (Gain Tracking)	1060
Direct Outs	1060
Distant Miking	1060
Drum Booth	1040
Drum Miking	1040
Drum Tuning	1040
Dual-Redundant Recording	1060
Festival Patch	1060
Fix in Post	1060
FOH Split	1060
Genlock	1060
Hall Ambience	1060
Headphone Amp	1060
Headphone Bleed	1070
House Mix Feed	1060
House Sound	1060
House Sync	1060
Input Patch	1060
Isolated (ISO) Feed	1060
Isolation Booth	1060
Keeper Take	1060
Line Check	1060
Line-Level Split	1060
Live Capture	1060
Live Multitrack Recording	1060
Live Off the Floor	1060
Live Overdub	1070
Live Recording	1060
Live Tracking	1060
Live-to-Stereo	1060
Live-to-Two-Track	1060
Location Recording	1060
Loop Recording	1060
MADI	1060
MADI Recorder	1060
Metronome	1060
Mic Splitter	1060
Mobile Recording Rig	1060
Monitor Split	1060
More-Me Mix	1060
Multicam Sync	1060
Multitrack Capture	1060
OB Van	1060
One-Take	1060
Outside Broadcast (OB)	1060
Overhead Mics	1040
Passive Splitter	1060
Playback Rig	1060
Post-Fade Direct Out	1060
Post-Production Sweetening	1070
Post-Roll	1070
Pre-Roll	1070
Punch Recording	1070
Reamp	1050
Reamping	1050
Record Split	1060
Redundant Recording	1060
Remote Recording	1060
Remote Truck	1060
Rhythm Section	1060
Rolling Recording	1060
Room Mics	1060
Room Sound	1060
Scratch Vocal	1070
Session Leader	1060
Setlist	1060
Show File	1060
Show Recording	1060
Snapshot Recall	1060
Soundboard Recording	1060
Soundcheck	1060
Spaced Pair	1060
Spill	1060
Split Box	1060
Split Snake	1060
Splitter Snake	1060
Spot Mic	1060
Spot Microphone	1060
Stage Bleed	1060
Stage Box	1060
Stereo Pair	1060
Sweetening	1070
Take Sheet	1060
Tempo Map	1060
Time-of-Day Timecode	1060
Timecode Sync	1060
Track Sheet	1060
Tracking Bleed	1060
Tracking Order	1060
Tracking Room	1060
Transformer Split	1060
Two-Track Reference	1060
Virtual Soundcheck	1060
Vocal Booth	1070
