AAC (Advanced Audio Coding)	340
Acapella	1250
Algorithm	1240
Aliasing	1240
Amplitude scale	1240
Anti-aliasing filter	1240
Arrangement View	1300
ASIO (Audio Stream Input/Output)	1240
Asymmetrical clipping	1260
Audio Interface	1240
Audio Track	1240
Audio Warp	1280
Automation	1260
Autosave	1240
Auxiliary Track	1260
Beat Grid	1250
Bit / Byte / Bit Rate / Bit Depth	1240
Bit Depth	1240
Bitrate	340
Bounce	1240
BPM (Beats Per Minute)	1240
Buffer Size	1240
Bus Track	1260
Chorus Effect	1260
Clip Gain	1250
Clip Launching	1300
Color Coding	1240
Commit	1240
Comping	1250
Consolidate	1250
Copy	1250
Cut	1250
D/A converter (DAC)	1240
DAW (Digital Audio Workstation)	1240
delay	1260
Delay compensation	1240
delta-sigma modulation	1240
digital audio data compression	340
Digital Audio Workstation (DAW)	1240
Digital peak meter	1260
Distortion	1260
doubling	1260
Duplicate	1250
Echo	1260
Edit	1250
Elastic Audio (Flex)	1250
Expander	1260
Extended Mix	1250
Fade	1250
FLAC (Free Lossless Audio Codec)	340
flanging	1260
Folder Track	1240
Freeze	1240
gain riding	1260
Gain Staging	1260
Gate	1260
Grid	1250
Groove Template (Groove Quantize)	1250
Group Track	1260
Input device	1240
Insert	1260
Instrument Track	1240
Instrumental	1250
Intro Edit	1250
jitter	1240
Key Detection	1250
Latency	1240
Limiter	1260
Locator	1240
Loop Playback	1240
Loopback measurement	1240
Lossless Audio	340
Lossy Compression	340
LUFS meter	1260
Marker	1240
Mashup	1250
Measurement tab	1240
MIDI Track	1240
Mixing	1260
Modulation	1260
MP3 (MPEG-1 Audio Layer 3)	340
Multitrack Recording	1240
Navigation	1240
Nudge	1250
Nyquist frequency	1240
Outro Edit	1250
Overdrive	1260
Overdub	1250
oversampling	1240
Paste	1250
PCM (Pulse-Code Modulation)	1240
perceptual coding	340
phaser	1260
pitch shifting	1250
Playhead	1240
Playlist (Comp Lane)	1250
Preferences	1240
Project	1240
Punch In	1250
Punch Out	1250
quantization	1240
Quantize	1250
Radio Edit	1250
Recording	1240
Render	1240
Return	1260
Reverberation / Reverb	1260
Ripple Editing	1250
RTA (Real-Time Analyzer)	1240
RTA view	1240
Sample Rate	1240
Saturation	1260
Send	1260
Session	1240
Settings	1240
Shuffle Mode	1250
side-chain	1260
Sidechain	1260
Slip Editing	1250
Snap	1250
Solo	1260
Spectrum measurement	1240
Split	1250
Stem Separation	1250
Take	1250
Template	1240
Tempo Mapping	1250
Time Selection	1250
Timeline	1240
Track Freeze vs. Bounce in Place	1240
Track Naming	1240
Transport Controls	1240
USB audio	1240
User Interface	1240
WAV / WAVE	340
Word Clock	1240
Workspace	1240
Zero Latency Monitoring	1240
Zoom	1240
