110-Ohm Cable	170
2.5mm Connector	160
3.5mm Connector	160
5-Pin DIN (MIDI)	160
6-Pin XLR	160
75-Ohm Cable	170
A/D converter (ADC)	180
AAC (Advanced Audio Coding)	340
Adapter	160
ADAT (Lightpipe)	180
ADC / DAC (Analog-to-Digital / Digital-to-Analog Converter)	180
AES3 / AES-EBU	180
AES50	180
Armored Cable	170
ASIO (Audio Stream Input/Output)	180
Audio Interface	180
Audio Splitter	180
Balanced Connection	170
Balanced line	170
Balanced output	170
Balun	160
Banana Plug	160
Barrel Connector	160
Bend Radius	170
Binding Post	160
Bluetooth	180
BNC Connector (Bayonet Neill-Concelman)	160
Bonded Pair	170
Braided Shield	170
Breakout Box	180
Breakout Cable	180
Broken Connector	170
Bulk Cable	170
Cable capacitance	170
Cable Gauge	170
Cable Inspection	170
Cable Jacket	170
Cable Label	170
Cable Loom	170
Cable Protection	170
Cable Ramp	170
Cable Run	170
Cable Strain Relief	170
Cable Wrap	170
Cables (audio)	170
Cannon EP Connector	160
Cat5e Cable	170
Cat6 Cable	170
CD (Compact Disc)	340
Coaxial Cable	170
Coaxial Connector	160
Codec (Coder-Decoder)	340
Combo Jack	160
Common-mode rejection	170
Conductor	170
Connector strain relief failure	170
Connectors	160
Coupler	160
crosstalk	170
D/A converter (DAC)	180
Damaged Jacket	170
Dante	420
DB15	160
DB25 (D-sub)	160
DB9	160
DI box (direct injection)	160
Dielectric	170
Digital Audio	180
digital audio data compression	340
DIN Connector	160
Direct-Burial Cable	170
DisplayPort	160
DVD	340
DVD-Audio	340
DVD-Video	340
EDAC / Elco Connector	160
Edison Plug	160
effects loop / insert loop	180
EMI (Electromagnetic Interference)	170
etherCON	160
Euroblock	160
F-Connector	160
Fan-Out Cable	180
Fiber	170
FireWire	180
FLAC (Free Lossless Audio Codec)	340
Foil Shield	170
Format Converter	160
Gender (Connector)	160
Gender Changer	160
Gold-Plated Contacts	160
GPIO	180
Ground loop	170
Ground-Lift Adapter	160
Half-Normal	180
HDMI	180
Headphone Adapter	160
Hirose Connector	160
Hum Eliminator	160
IEC Connector	160
Impedance	170
Impedance converter	160
Impedance-Matching Transformer	160
Inline Attenuator	160
Insert	180
Insert Cable	170
Instrument Cable	170
Insulation resistance	170
Jack Connector (1/4-inch Connector)	160
LC Connector	160
Lemo Connector	160
Lightning Connector	160
Locking Connector	160
Lossy Compression	340
MADI (Multichannel Audio Digital Interface)	180
Mic cable	170
MicroDot Connector	160
MIDI (Musical Instrument Digital Interface)	180
Mini-DIN	160
Mini-XLR (TA3/TA4)	160
MP3 (MPEG-1 Audio Layer 3)	340
Multicore	170
Multipin Connector	160
Multipin tube mic cable	170
NEMA Connector	160
NL4 (Speakon)	160
Non-Normalled	180
Normalled	180
opticalCON	160
Overhead Cable Support	170
oversampling	180
Oxygen-Free Copper (OFC)	170
Patch bay	180
Patch Cable	170
PCM (Pulse-Code Modulation)	180
Phantom Power (+48V)	180
Phoenix	160
phono	160
Pin 1 Problem	170
Pin 2 hot	160
Pinched Cable	170
Pinout	160
plenum cable	170
Plug-in power	180
powerCON	160
pre-emphasis / de-emphasis	180
PVC cable	170
quantization	180
RCA	160
RCA-to-TRS Adapter	160
Reamp Box	160
RF interference	170
RG-59 Cable	170
RG-6 Cable	170
Ribbon Cable	170
Right-Angle Adapter	160
RJ45	160
S/PDIF (Sony/Philips Digital Interface)	180
Safe Cable Routing	170
Sample Rate	180
Sampling (Nyquist) Theorem	180
SC Connector	160
SFP Module	160
Shielding	170
SMA Connector	160
Snake	170
Speaker cable	170
Speakon	160
Speakon Cable	170
Spiral Shield	170
Stage Cable	170
Stagebox	180
Star-Quad Cable	170
Tensile Load	170
Thunderbolt	180
Tinned Copper	170
TOSLINK (Optical)	180
Touring Cable	170
TRRS Connector	160
TRS Connector (Tip-Ring-Sleeve)	160
TRS-to-TS Adapter	160
True1	160
TS Connector (Tip-Sleeve)	160
TT/Bantam (Tiny Telephone)	160
Turnaround Adapter	160
Twist-Lock Connector	160
Twisted-pair (UTP/STP)	170
Unbalanced Connection	170
Unbalanced line	170
USB audio	180
USB-B	160
USB-C	160
Vacuum tube	170
WAV / WAVE	340
Word Clock	440
XLR Cable	170
XLR Connector	160
XLR-to-TRS Adapter	160
XLRF	160
XLRM	160
Y-cable / Y-cord	170
Zip Cord	170
