5.1 Surround	950
7.1 Surround	950
Active Noise Cancellation (ANC)	940
Active Speaker	940
AirPlay	940
Anti-Skate	940
Audyssey	950
Banana Plug	940
Bass Management	950
Bass Shaker (Tactile Transducer)	950
Belt Drive	940
Bi-Wiring	940
Bluetooth Speaker	940
Bookshelf Speaker	940
Cable Concealment	950
Cable Raceway	950
Center Channel Speaker	950
Chromecast Audio	940
Closed-Back Headphones	940
Coaxial	940
Coaxial Digital Audio	940
Dirac Live	950
Direct Drive	940
Dolby Atmos	950
Dolby Digital	950
DTS	950
Earbuds	940
Floorstanding Speaker	940
HDMI ARC	950
HDMI CEC	950
HDMI eARC	950
Hi-Res Audio	940
Home Theater	950
Imaging	940
Impedance-Matching Volume Control	950
In-Ceiling Speaker	950
Integrated Amplifier	940
IR Repeater	950
Keystone Jack	950
Listening Position	940
Lossless Streaming	940
Loudness Control	940
MQA	940
Multiroom Audio	950
Network Streamer	940
Open-Back Headphones	940
Over-Ear Headphones	940
Passive Speaker	940
Phono Cartridge	940
Phono Preamp	940
Platter	940
Powered Speaker	940
Pre-Wire	950
Receiver (Home Audio)	940
RIAA Equalization	940
Room Correction	950
Satellite Speaker	950
Smart Speaker	940
Soundbar	950
Soundstage	940
Speaker Placement	940
Speaker Selector Switch	950
Speaker Sensitivity	940
Speaker Wire	940
Speaker Wire Gauge (AWG)	950
Spotify Connect	940
Structured Wiring Panel	950
Stylus	940
Subwoofer Crawl	950
Surround Sound	950
Toe-In	940
Tone Control	940
Tonearm	940
TOSLINK (Optical)	940
Tracking Force	940
True Wireless (TWS)	940
Turntable	940
TV Wall Mount	950
