Audio Sample	1350
Beat Slicing (REX-Style)	1370
Bit Depth	1350
Chopping	1370
Chromatic Sampling	1350
Copyright	1620
Copyright Infringement	1620
Crossfade	1360
Cue Point	1360
Granular Sampling	1360
Hardware Sampler	1350
Hot Cue	1370
Instrument Sample	1350
Interpolation	1350
Key Mapping	1350
Licensing	1620
Loop	1350
Loop Point	1360
Metadata	1350
Multi-Sample	1350
Normalize	1360
One-Shot	1350
Phrase Editing	1360
Phrase Sample	1350
pitch shifting	1360
Release Sample	1350
Resampling	1360
Reverse	1360
Root Key	1350
Round Robin Sampling	1350
Royalty-Free Sample	1620
Sample	1350
Sample Browser	1350
Sample Clearance	1620
Sample End Point	1360
Sample Layering	1370
Sample Library	1350
Sample Management	1350
Sample Pack	1350
Sample Pad	1370
Sample Rate	1350
Sample Start Offset	1360
Sample Trigger	1370
Sampler	1350
Sampling	1350
Seamless Loop	1360
Slicing	1360
Software Sampler	1350
Sustain Loop	1360
Tagging	1350
Tempo Sync	1360
Time Stretching	1360
Time-Stretch Algorithm	1360
Transient	1360
Trigger Pad	1370
Trim	1360
Velocity Mapping	1350
Velocity Switching	1350
Warp Marker	1360
Zero Crossing	1360
